,tracks,albums,shows,episodes,bannedTracks,other
2542,"{'artist': 'Joywave', 'album': 'Spotify Sessions', 'track': 'Traveling At the Speed of Light - Live From Spotify SXSW 2014'}",,,,,
2543,"{'artist': 'Biffy Clyro', 'album': 'Animal Style', 'track': 'Animal Style'}",,,,,
2544,"{'artist': 'DRAM', 'album': 'Broccoli', 'track': 'Broccoli'}",,,,,
2545,"{'artist': 'Bellows', 'album': 'Fist & Palm', 'track': 'Spring, Summer, Autumn, Winter'}",,,,,
2546,"{'artist': 'Diet Cig', 'album': 'Dinner Date', 'track': 'Dinner Date'}",,,,,
2547,"{'artist': 'Cavetown', 'album': 'Sleepyhead', 'track': 'Wishing Well'}",,,,,
2548,"{'artist': 'Grouplove', 'album': 'Never Trust A Happy Song', 'track': 'Close Your Eyes and Count to Ten'}",,,,,
2549,"{'artist': 'SCR', 'album': 'Love Me, Indigo', 'track': 'Love Me, Indigo'}",,,,,
2550,"{'artist': 'The Lonely Island', 'album': 'Popstar: Never Stop Never Stopping', 'track': 'Mona Lisa'}",,,,,
2551,"{'artist': 'WALK THE MOON', 'album': 'TALKING IS HARD', 'track': 'Avalanche'}",,,,,
2552,"{'artist': 'Dismemberment Plan', 'album': 'Emergency & I', 'track': 'A Life of Possibilities'}",,,,,
2553,"{'artist': 'sunwoojunga', 'album': '4X4', 'track': ""Sooni (I'm your fanatic girl)""}",,,,,
2554,"{'artist': 'ELEL', 'album': '40 Watt', 'track': '40 Watt'}",,,,,
2555,"{'artist': 'The Kooks', 'album': 'Junk Of The Heart', 'track': 'Is It Me'}",,,,,
2556,"{'artist': 'Rainbow Kitten Surprise', 'album': 'How to: Friend, Love, Freefall', 'track': 'When It Lands'}",,,,,
2557,"{'artist': 'Morat', 'album': 'Cuando Nadie Ve', 'track': 'Cuando Nadie Ve'}",,,,,
2558,"{'artist': 'Jared & The Mill', 'album': 'Life We Chose', 'track': 'Messengers'}",,,,,
2559,"{'artist': 'Modern Baseball', 'album': 'Holy Ghost', 'track': 'Hiding'}",,,,,
2560,"{'artist': 'Tallhart', 'album': 'Bloodlines', 'track': 'Drunk Kids'}",,,,,
2561,"{'artist': 'flor', 'album': 'little light one / dancing around / slow motion', 'track': 'little light one'}",,,,,
2562,"{'artist': 'Fall Out Boy', 'album': 'Infinity On High', 'track': 'Thriller'}",,,,,
2563,"{'artist': 'Never Shout Never', 'album': 'The Yippee EP', 'track': 'Smelyalata'}",,,,,
2564,"{'artist': 'Real Friends', 'album': ""Maybe This Place Is the Same and We're Just Changing"", 'track': ""I Don't Love You Anymore""}",,,,,
2565,"{'artist': 'Mother Mother', 'album': 'O My Heart', 'track': 'Hayloft'}",,,,,
2566,"{'artist': 'Damien Jurado', 'album': 'Maraqopa', 'track': 'Museum of Flight'}",,,,,
2567,"{'artist': 'Watsky', 'album': 'COMPLAINT', 'track': 'What Goes Up'}",,,,,
2568,"{'artist': 'Modern Baseball', 'album': 'Holy Ghost', 'track': 'Just Another Face'}",,,,,
2569,"{'artist': 'blink-182', 'album': 'Enema Of The State', 'track': 'Going Away To College'}",,,,,
2570,"{'artist': 'Watsky', 'album': 'The Hamilton Mixtape', 'track': 'An Open Letter (feat. Shockwave) - Interlude'}",,,,,
2571,"{'artist': 'Paramore', 'album': 'After Laughter', 'track': 'Tell Me How'}",,,,,
2572,"{'artist': 'Wingnut Dishwashers Union', 'album': 'Burn the Earth! Leave It Behind!', 'track': 'Urine Speaks Louder Than Words'}",,,,,
2573,"{'artist': 'MARINA', 'album': 'Electra Heart', 'track': 'How to Be a Heartbreaker'}",,,,,
2574,"{'artist': 'MisterWives', 'album': 'Our Own House', 'track': 'Reflections'}",,,,,
2575,"{'artist': 'Modern Baseball', 'album': 'Holy Ghost', 'track': 'Holy Ghost'}",,,,,
2576,"{'artist': 'AJR', 'album': 'Neotheater', 'track': ""Finale (Can't Wait To See What You Do Next)""}",,,,,
2577,"{'artist': 'WALK THE MOON', 'album': 'What If Nothing', 'track': 'Feels Good To Be High'}",,,,,
2578,"{'artist': 'Brand New', 'album': 'Deja Entendu', 'track': 'Sic Transit Gloria ... Glory Fades'}",,,,,
2579,"{'artist': 'Panic! At The Disco', 'album': ""A Fever You Can't Sweat Out"", 'track': 'Introduction'}",,,,,
2580,"{'artist': 'Brick + Mortar', 'album': 'Dropped', 'track': 'Train'}",,,,,
2581,"{'artist': 'MIKA', 'album': 'Life in Cartoon Motion', 'track': 'Lollipop'}",,,,,
2582,"{'artist': 'Watsky', 'album': 'x Infinity', 'track': 'Roses'}",,,,,
2583,"{'artist': 'Broods', 'album': 'Conscious', 'track': 'We Had Everything'}",,,,,
2584,"{'artist': 'HUNNY', 'album': 'Windows I', 'track': 'Televised'}",,,,,
2585,"{'artist': 'Will Joseph Cook', 'album': 'If You Want To Make Money', 'track': 'If You Want To Make Money'}",,,,,
2586,"{'artist': 'Pinegrove', 'album': 'Phase', 'track': 'Phase'}",,,,,
2587,"{'artist': 'Neck Deep', 'album': 'Where Do We Go When We Go/Happy Judgement Day', 'track': 'Happy Judgement Day'}",,,,,
2588,"{'artist': 'Bowling For Soup', 'album': ""A Hangover You Don't Deserve"", 'track': 'Ohio (Come Back To Texas)'}",,,,,
2589,"{'artist': 'Little Hurt', 'album': 'Better Drugs', 'track': 'Better Drugs'}",,,,,
2590,"{'artist': 'Wallows', 'album': 'Nothing Happens', 'track': 'Are You Bored Yet? (feat. Clairo)'}",,,,,
2591,"{'artist': 'Tame Impala', 'album': 'Currents', 'track': 'The Less I Know The Better'}",,,,,
2592,"{'artist': 'DJ Khaled', 'album': ""I'm the One"", 'track': ""I'm the One""}",,,,,
2593,"{'artist': 'Will Joseph Cook', 'album': 'If You Want To Make Money', 'track': 'If You Want To Make Money'}",,,,,
2594,"{'artist': 'Black Veil Brides', 'album': 'We Stitch These Wounds', 'track': ""The Mortician's Daughter""}",,,,,
2595,"{'artist': 'Say Anything', 'album': '...Is A Real Boy', 'track': 'Alive With The Glory Of Love'}",,,,,
2596,"{'artist': 'Fall Out Boy', 'album': 'American Beauty/American Psycho', 'track': 'Novocaine'}",,,,,
2597,"{'artist': 'Alvvays', 'album': 'Alvvays', 'track': 'Archie, Marry Me'}",,,,,
2598,"{'artist': 'New Found Glory', 'album': 'Vicious Love (feat. Hayley Williams)', 'track': 'Vicious Love (feat. Hayley Williams)'}",,,,,
2599,"{'artist': ""Plain White T's"", 'album': 'Big Bad World', 'track': '1, 2, 3, 4'}",,,,,
2600,"{'artist': 'Cavetown', 'album': 'Sweet Tooth', 'track': 'Sweet Tooth'}",,,,,
2601,"{'artist': 'Lets Kill Janice', 'album': 'Interference / Smile & Gesture', 'track': 'Interference'}",,,,,
2602,"{'artist': 'Andrew McMahon in the Wilderness', 'album': 'Upside Down Flowers', 'track': 'Everything Must Go'}",,,,,
2603,"{'artist': 'All Time Low', 'album': 'Painting Flowers', 'track': 'Painting Flowers'}",,,,,
2604,"{'artist': 'DREAMERS', 'album': 'LAUNCH', 'track': 'SCREWS'}",,,,,
2605,"{'artist': 'Cavetown', 'album': 'Cavetown', 'track': 'Everything Is Temporary (Sticks and Stones)'}",,,,,
2606,"{'artist': 'The 1975', 'album': 'The Birthday Party', 'track': 'The Birthday Party'}",,,,,
2607,"{'artist': 'lovelytheband', 'album': 'finding it hard to smile', 'track': ""maybe, i'm afraid""}",,,,,
2608,"{'artist': 'Modern Baseball', 'album': ""You're Gonna Miss It All"", 'track': 'Two Good Things'}",,,,,
2609,"{'artist': 'Glass Animals', 'album': 'How To Be A Human Being', 'track': ""Mama's Gun""}",,,,,
2610,"{'artist': 'Paramore', 'album': 'After Laughter', 'track': 'Fake Happy'}",,,,,
2611,"{'artist': 'Andrew McMahon in the Wilderness', 'album': 'Zombies On Broadway', 'track': 'Fire Escape'}",,,,,
2612,"{'artist': 'Will Joseph Cook', 'album': 'Sweet Dreamer', 'track': ""Water's Gone Cold""}",,,,,
2613,"{'artist': 'Miike Snow', 'album': 'iii', 'track': 'Genghis Khan'}",,,,,
2614,"{'artist': 'Kishi Bashi', 'album': 'Sonderlust', 'track': 'Honeybody'}",,,,,
2615,"{'artist': 'Priory', 'album': 'Need To Know', 'track': 'Weekend'}",,,,,
2616,"{'artist': 'half•alive', 'album': 'Now, Not Yet', 'track': 'Maybe'}",,,,,
2617,"{'artist': 'Original Cast Recording', 'album': 'Legally Blonde', 'track': 'Take It Like A Man'}",,,,,
2618,"{'artist': 'Denzel Curry', 'album': '32 Zel', 'track': '32 Ave Intro'}",,,,,
2619,"{'artist': 'Fall Out Boy', 'album': 'American Beauty/American Psycho', 'track': 'Fourth Of July'}",,,,,
2620,"{'artist': 'Modern Baseball', 'album': ""You're Gonna Miss It All"", 'track': 'Rock Bottom'}",,,,,
2621,"{'artist': 'You Me At Six', 'album': 'Night People', 'track': 'Night People'}",,,,,
2622,"{'artist': 'Joywave', 'album': 'Content', 'track': 'Confidence'}",,,,,
2623,"{'artist': 'JAWNY', 'album': 'Honeypie', 'track': 'Honeypie'}",,,,,
2624,"{'artist': 'Ludo', 'album': ""You're Awful, I Love You"", 'track': 'Love Me Dead'}",,,,,
2625,"{'artist': 'Passenger', 'album': ""Wicked Man's Rest"", 'track': 'Night Vision Binoculars'}",,,,,
2626,"{'artist': 'Eric Nam', 'album': 'Miss You', 'track': 'Miss You'}",,,,,
2627,"{'artist': 'IAMDYNAMITE', 'album': 'In the Summer', 'track': 'In the Summer'}",,,,,
2628,"{'artist': 'Neck Deep', 'album': ""Life's Not Out To Get You"", 'track': 'Gold Steps'}",,,,,
2629,"{'artist': 'BTS', 'album': 'Lights/Boy With Luv', 'track': 'Lights'}",,,,,
2630,"{'artist': 'Will Joseph Cook', 'album': 'If You Want To Make Money', 'track': 'Fish'}",,,,,
2631,"{'artist': 'blink-182', 'album': 'Take Off Your Pants And Jacket', 'track': 'First Date'}",,,,,
2632,"{'artist': 'Shawn Mendes', 'album': 'Handwritten (Revisited)', 'track': 'Life Of The Party'}",,,,,
2633,"{'artist': 'Johnny Cash', 'album': 'Unearthed', 'track': 'Hurt'}",,,,,
2634,"{'artist': 'The Wombats', 'album': 'Glitterbug', 'track': 'Pink Lemonade'}",,,,,
2635,"{'artist': 'Rex Orange County', 'album': 'Pony', 'track': 'Every Way'}",,,,,
2636,"{'artist': 'MGMT', 'album': 'Oracular Spectacular', 'track': 'Time to Pretend'}",,,,,
2637,"{'artist': 'Phoenix', 'album': 'Entertainment', 'track': 'Entertainment'}",,,,,
2638,"{'artist': 'Paramore', 'album': 'After Laughter', 'track': 'Told You So'}",,,,,
2639,"{'artist': 'Panic! At The Disco', 'album': 'Pretty. Odd.', 'track': ""We're So Starving""}",,,,,
2640,"{'artist': 'Father John Misty', 'album': ""God's Favorite Customer"", 'track': ""We're Only People (And There's Not Much Anyone Can Do About That)""}",,,,,
2641,"{'artist': 'Chris Jeday', 'album': 'Bipolar', 'track': 'Bipolar'}",,,,,
2642,"{'artist': 'Fall Out Boy', 'album': 'Take This To Your Grave', 'track': 'Homesick at Space Camp'}",,,,,
2643,"{'artist': 'Fall Out Boy', 'album': 'Infinity On High', 'track': ""You're Crashing, But You're No Wave""}",,,,,
2644,"{'artist': 'Grouplove', 'album': 'Big Mess', 'track': 'Standing in The Sun'}",,,,,
2645,"{'artist': 'Vampire Weekend', 'album': 'Contra', 'track': 'I Think Ur A Contra'}",,,,,
2646,"{'artist': 'My Chemical Romance', 'album': 'Number Five', 'track': 'Surrender the Night'}",,,,,
2647,"{'artist': 'Paramore', 'album': 'Brand New Eyes', 'track': 'Playing God'}",,,,,
2648,"{'artist': 'Alaska Thunderfuck', 'album': 'Puppet', 'track': 'Puppet'}",,,,,
2649,"{'artist': 'Bo Burnham', 'album': 'Bo Burnham', 'track': 'New Math (live)'}",,,,,
2650,"{'artist': 'Fall Out Boy', 'album': 'Take This To Your Grave', 'track': 'Reinventing the Wheel to Run Myself Over'}",,,,,
2651,"{'artist': 'Chelou', 'album': 'The Quiet', 'track': 'The Quiet'}",,,,,
2652,"{'artist': 'Lemon Demon', 'album': 'View-Monster', 'track': 'The Wiggles Hate Each Other In Real Life'}",,,,,
2653,"{'artist': 'The Beach Boys', 'album': 'Pet Sounds', 'track': 'God Only Knows - Remastered'}",,,,,
2654,"{'artist': 'In The Valley Below', 'album': 'The Belt', 'track': 'Peaches'}",,,,,
2655,"{'artist': 'blackbear', 'album': 'digital druglord', 'track': 'chateau'}",,,,,
2656,"{'artist': 'You Me At Six', 'album': 'Sinners Never Sleep', 'track': 'Bite My Tongue'}",,,,,
2657,"{'artist': 'DREAMERS', 'album': 'You Are Here', 'track': 'DRUGS'}",,,,,
2658,"{'artist': 'Modern Baseball', 'album': ""You're Gonna Miss It All"", 'track': 'Broken Cash Machine'}",,,,,
2659,"{'artist': 'Von Wegen Lisbeth', 'album': 'Grande', 'track': 'Komm mal rüber bitte'}",,,,,
2660,"{'artist': 'Real Friends', 'album': 'The Home Inside My Head', 'track': 'Stay In One Place'}",,,,,
2661,"{'artist': 'Bleachers', 'album': 'Strange Desire', 'track': 'Wake Me'}",,,,,
2662,"{'artist': 'Bleachers', 'album': 'Gone Now', 'track': 'I Miss Those Days'}",,,,,
2663,"{'artist': 'Rynx', 'album': 'Club Poor', 'track': 'Club Poor'}",,,,,
2664,"{'artist': 'Bo Burnham', 'album': 'Words Words Words', 'track': 'WORDS WORDS WORDS'}",,,,,
2665,"{'artist': 'Twenty One Pilots', 'album': 'Trench', 'track': 'Legend'}",,,,,
2666,"{'artist': 'Bleachers', 'album': 'Gone Now', 'track': 'Goodmorning'}",,,,,
2667,"{'artist': 'Oh Wonder', 'album': 'Oh Wonder', 'track': 'Drive'}",,,,,
2668,"{'artist': 'The Front Bottoms', 'album': 'Ann', 'track': 'Somebody Else'}",,,,,
2669,"{'artist': 'blink-182', 'album': 'Bored To Death', 'track': 'Bored To Death'}",,,,,
2670,"{'artist': 'Twenty One Pilots', 'album': 'Blurryface', 'track': 'Tear in My Heart'}",,,,,
2671,"{'artist': 'SURAN', 'album': 'Sad Pain', 'track': 'Sad Pain'}",,,,,
2672,"{'artist': 'Fall Out Boy', 'album': 'Folie à Deux', 'track': 'Tiffany Blews'}",,,,,
2673,"{'artist': 'Von Wegen Lisbeth', 'album': 'Grande', 'track': 'Wenn du tanzt'}",,,,,
2674,"{'artist': 'Bliss n Eso', 'album': 'Off The Grid', 'track': 'Tear The Roof Off (feat. Watsky)'}",,,,,
2675,"{'artist': 'The Front Bottoms', 'album': 'Rose', 'track': 'Jim Bogart'}",,,,,
2676,"{'artist': 'Bellows', 'album': 'Fist & Palm', 'track': 'Orange Juice'}",,,,,
2677,"{'artist': 'Ed Sheeran', 'album': ""I Don't Care (with Justin Bieber)"", 'track': ""I Don't Care (with Justin Bieber)""}",,,,,
2678,"{'artist': 'Lorde', 'album': 'Pure Heroine', 'track': 'Buzzcut Season'}",,,,,
2679,"{'artist': 'Rex Orange County', 'album': 'Face to Face', 'track': 'Face to Face'}",,,,,
2680,"{'artist': 'The Wrecks', 'album': 'Fvck Somebody', 'track': 'Fvck Somebody'}",,,,,
2681,"{'artist': 'The Weeknd', 'album': 'Starboy', 'track': 'Ordinary Life'}",,,,,
2682,"{'artist': 'All Time Low', 'album': 'Nothing Personal (Deluxe Version)', 'track': 'Sick Little Games'}",,,,,
2683,"{'artist': 'tobi lou', 'album': 'Uncle Iroh', 'track': 'Uncle Iroh'}",,,,,
2684,"{'artist': 'AJR', 'album': 'Living Room', 'track': ""I'm Ready""}",,,,,
2685,"{'artist': 'Ben Folds', 'album': 'supersunnyspeedgraphic, the lp', 'track': ""Bitches Ain't Shit""}",,,,,
2686,"{'artist': 'ZISU', 'album': ""You Wouldn't Even Know"", 'track': ""You Wouldn't Even Know""}",,,,,
2687,"{'artist': 'Oliver Gottwald', 'album': 'Mustangmann', 'track': 'Mustangmann'}",,,,,
2688,"{'artist': 'Panic! At The Disco', 'album': ""A Fever You Can't Sweat Out"", 'track': 'Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off'}",,,,,
2689,"{'artist': 'Bo Burnham', 'album': 'Bo Burnham', 'track': 'Welcome To YouTube'}",,,,,
2690,"{'artist': 'Harry Styles', 'album': 'Harry Styles', 'track': 'Sign of the Times'}",,,,,
2691,"{'artist': 'WALK THE MOON', 'album': 'TALKING IS HARD', 'track': 'Up 2 U'}",,,,,
2692,"{'artist': 'Kishi Bashi', 'album': 'Lighght', 'track': 'The Ballad of Mr. Steak'}",,,,,
2693,"{'artist': 'Neck Deep', 'album': 'The Peace And The Panic', 'track': 'In Bloom'}",,,,,
2694,"{'artist': 'State Champs', 'album': 'Around the World and Back', 'track': 'Secrets'}",,,,,
2695,"{'artist': 'Von Wegen Lisbeth', 'album': 'Grande', 'track': 'Der Untergang des Abendlandes'}",,,,,
2696,"{'artist': 'Taking Back Sunday', 'album': 'Louder Now', 'track': 'MakeDamnSure'}",,,,,
2697,"{'artist': 'Moon Taxi', 'album': ""New Year's Eve 2015"", 'track': 'Run Right Back - Live'}",,,,,
2698,"{'artist': 'The Shins', 'album': 'Mildenhall', 'track': 'Mildenhall'}",,,,,
2699,"{'artist': 'Watsky', 'album': 'x Infinity', 'track': 'Knots'}",,,,,
2700,"{'artist': 'Fall Out Boy', 'album': 'Folie à Deux', 'track': 'w.a.m.s.'}",,,,,
2701,"{'artist': 'Twenty One Pilots', 'album': 'Twenty One Pilots', 'track': 'A Car, A Torch, A Death'}",,,,,
2702,"{'artist': 'Harry Styles', 'album': 'Fine Line', 'track': 'Sunflower, Vol. 6'}",,,,,
2703,"{'artist': 'Grouplove', 'album': 'Spreading Rumours', 'track': 'Flowers'}",,,,,
2704,"{'artist': 'Paramore', 'album': 'Riot!', 'track': 'crushcrushcrush'}",,,,,
2705,"{'artist': 'Conan Gray', 'album': 'Kid Krow', 'track': 'Heather'}",,,,,
2706,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': 'When I Get Older'}",,,,,
2707,"{'artist': 'Fall Out Boy', 'album': 'Save Rock And Roll', 'track': 'The Phoenix'}",,,,,
2708,"{'artist': 'Von Wegen Lisbeth', 'album': 'sweetlilly93@hotmail.com', 'track': 'Alexa gib mir mein Geld zurück!'}",,,,,
2709,"{'artist': 'Dan Croll', 'album': 'Sweet Disarray', 'track': 'From Nowhere'}",,,,,
2710,"{'artist': 'The All-American Rejects', 'album': 'Move Along', 'track': 'Dirty Little Secret'}",,,,,
2711,"{'artist': 'blink-182', 'album': 'Greatest Hits', 'track': 'All The Small Things'}",,,,,
2712,"{'artist': 'Jetty Bones', 'album': 'Old Women', 'track': 'Morning Clothes'}",,,,,
2713,"{'artist': 'Conan Gray', 'album': 'Comfort Crowd', 'track': 'Comfort Crowd'}",,,,,
2714,"{'artist': 'Relient K', 'album': 'Mmhmm', 'track': ""Who I Am Hates Who I've Been""}",,,,,
2715,"{'artist': 'The Academy Is...', 'album': 'Almost Here', 'track': 'Slow Down'}",,,,,
2716,"{'artist': 'Watsky', 'album': 'Cardboard Castles', 'track': 'Tiny Glowing Screens, Part 2'}",,,,,
2717,"{'artist': 'Black Veil Brides', 'album': 'Set The World On Fire', 'track': 'Saviour'}",,,,,
2718,"{'artist': 'Dirty Heads', 'album': 'Vacation', 'track': 'Vacation'}",,,,,
2719,"{'artist': ""Gabby's World"", 'album': 'O.K.', 'track': 'Broken Necks'}",,,,,
2720,"{'artist': 'The Weeknd', 'album': 'Starboy', 'track': 'Party Monster'}",,,,,
2721,"{'artist': 'Panic! At The Disco', 'album': ""A Fever You Can't Sweat Out"", 'track': 'The Only Difference Between Martyrdom and Suicide Is Press Coverage'}",,,,,
2722,"{'artist': 'Foster The People', 'album': 'Torches', 'track': 'Houdini'}",,,,,
2723,"{'artist': 'Twenty One Pilots', 'album': 'Trench', 'track': 'Leave the City'}",,,,,
2724,"{'artist': 'The Ghost Club', 'album': 'This Bird Has Flown', 'track': 'This Bird Has Flown'}",,,,,
2725,"{'artist': 'Watsky', 'album': 'x Infinity', 'track': '(Bonus Track) Exquisite Corpse'}",,,,,
2726,"{'artist': 'Johnny Cash', 'album': 'I Walk the Line (Original Soundtrack Recording)', 'track': 'I Walk the Line'}",,,,,
2727,"{'artist': 'The Dandy Warhols', 'album': 'Thirteen Tales From Urban Bohemia', 'track': 'Bohemian Like You'}",,,,,
2728,"{'artist': 'Cage The Elephant', 'album': 'Thank You Happy Birthday', 'track': 'Shake Me Down'}",,,,,
2729,"{'artist': 'Bad Suns', 'album': 'Language & Perspective', 'track': 'Cardiac Arrest'}",,,,,
2730,"{'artist': 'BROS', 'album': 'Vol. 1', 'track': 'Tell Me'}",,,,,
2731,"{'artist': 'Ariana Grande', 'album': 'thank u, next', 'track': 'thank u, next'}",,,,,
2732,"{'artist': 'Deer Tick', 'album': 'Negativity', 'track': ""The Dream's In The Ditch""}",,,,,
2733,"{'artist': 'The Weeknd', 'album': 'Starboy', 'track': 'Starboy'}",,,,,
2734,"{'artist': 'My Chemical Romance', 'album': 'May Death Never Stop You', 'track': 'Fake Your Death'}",,,,,
2735,"{'artist': 'rationale.', 'album': 'Confines', 'track': 'Hangnail'}",,,,,
2736,"{'artist': 'Von Wegen Lisbeth', 'album': 'Und plötzlich der Lachs', 'track': 'US-Studie'}",,,,,
2737,"{'artist': 'Troye Sivan', 'album': 'Blue Neighbourhood', 'track': 'YOUTH'}",,,,,
2738,"{'artist': 'All Time Low', 'album': ""So Wrong, It's Right (Deluxe Version)"", 'track': ""Poppin' Champagne""}",,,,,
2739,"{'artist': 'blink-182', 'album': 'blink-182', 'track': 'Always'}",,,,,
2740,"{'artist': 'Paramore', 'album': 'Riot!', 'track': 'We Are Broken'}",,,,,
2741,"{'artist': 'Bastille', 'album': 'All This Bad Blood', 'track': 'Weight Of Living, Pt. I'}",,,,,
2742,"{'artist': 'Fall Out Boy', 'album': 'Save Rock And Roll', 'track': 'Save Rock And Roll'}",,,,,
2743,"{'artist': 'Ukiyo', 'album': 'Sleep In', 'track': 'Sleep In'}",,,,,
2744,"{'artist': 'Ivory Hours', 'album': 'Echoes', 'track': 'Echoes'}",,,,,
2745,"{'artist': 'John Denver', 'album': 'The John Denver Collection, Vol. 1: Take Me Home Country Roads', 'track': 'Take Me Home, Country Roads - Rerecorded'}",,,,,
2746,"{'artist': 'Avril Lavigne', 'album': 'Goodbye Lullaby (Expanded Edition)', 'track': 'What the Hell'}",,,,,
2747,"{'artist': 'The All-American Rejects', 'album': 'The All-American Rejects', 'track': 'My Paper Heart'}",,,,,
2748,"{'artist': 'Fickle Friends', 'album': 'Swim', 'track': 'Swim'}",,,,,
2749,"{'artist': 'Kevin Devine', 'album': ""Brother's Blood"", 'track': 'Another Bag of Bones'}",,,,,
2750,"{'artist': 'Will Joseph Cook', 'album': 'Sweet Dreamer', 'track': 'For Thursday'}",,,,,
2751,"{'artist': 'Never Shout Never', 'album': 'The Yippee EP', 'track': 'Dare4distance'}",,,,,
2752,"{'artist': 'Fall Out Boy', 'album': 'From Under The Cork Tree', 'track': 'A Little Less Sixteen Candles, A Little More ""Touch Me""'}",,,,,
2753,"{'artist': 'DVBBS', 'album': 'IDWK', 'track': 'IDWK'}",,,,,
2754,"{'artist': 'The Front Bottoms', 'album': 'Back On Top', 'track': 'HELP'}",,,,,
